,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
117249,117710,5/2/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,MT UGUGI,16.28333333,120.76666670000002,35.0,24.0,1000 LB GP (GP-M44/M65),,12.0,,,,,,,,,,12.0
117264,117725,5/2/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,NEGRA,18.5,120.61666670000001,,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
117271,117732,5/2/1945,CBI,USA,P51,,,,,CHINA,LOCHAI,24.53333333,109.53333329999998,30.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
117278,117739,5/2/1945,CBI,USA,B24,,,,,CHINA,31 28 N 122 2,31.46666667,122.33333329999999,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
117290,117751,5/2/1945,ETO,GREAT BRITAIN,LGT,,,,,GERMANY,EGGEBEK,54.62,9.37,285.0,,,,16.0,,,,,,,,,,16.0
117293,117754,5/2/1945,ETO,GREAT BRITAIN,LGT,,,,,GERMANY,SCHLESWIG,54.53,9.58,,,,,,,,,1.0,,,,,,1.0
117351,117812,12/6/1944,CBI,USA,P47,,,,,BURMA,PADU RIVER,22.08333333,95.9166666,30.0,20.0,500 LB GP (GP-M43/M64),,5.0,,,,,,,,,,5.0
117375,117836,12/6/1944,CBI,USA,P47,,,,,BURMA,BANMAUK,24.4,95.85,15.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
117379,117840,12/6/1944,ETO,USA,B24,,,,,CZECHOSLOVAKIA,DEVINSKA NOVA VES,48.22,16.96,210.0,,,,61.0,,,,,,,,,,61.0
117437,117898,12/6/1944,ETO,,OB24,,,,,CZECHOSLOVAKIA,48 00 N 008 20 E,48.0,8.33,,,,,3.0,,,,,,,,,,3.0
117491,117952,4/8/1942,PTO,USA,B17,CLONCURRY,AUSTRALIA,,,BISMARK ARCHIPELAGO,ENEMY CONVOY/ SEAPLANES S OF RABAUL,-10.45,152.25,60.0,,500 LB GP (GP-M43/M64),2000,1.0,,,,0.0,,,,0.0,2000.0,1.0
117537,117998,4/9/1942,CBI,GREAT BRITAIN,BLEN,COLOMBO RACECOURSE,CEYLON,6.905,79.8639,INDIAN OCEAN,SHIPPING 175 MI NNE TRINCOMALEE,10.922191,82.23645,,,250 LB GP (GP-M57),4000,2.0,,,,,,,,,4000.0,2.0
117540,118001,5/30/1944,MTO,USA,B25,,,,,ITALY,GUARCINO,41.78,13.32,95.0,,,,10.0,,,,,,,,,,10.0
117548,118009,5/30/1944,MTO,USA,B26,,,,,ITALY,ROMA,42.0,12.5,90.0,,,,48.0,,,,,,,,,,48.0
117558,118019,5/30/1944,MTO,USA,B26,,,,,ITALY,BORGHETTO,44.82,10.1,,,,,,,,,,,,,,,
117568,118029,5/30/1944,MTO,,B25,,,,,ITALY,ROSIGNANA,43.4,10.48,100.0,,,,48.0,,,,,,,,,,48.0
117584,118045,5/30/1944,PTO,USA,B24,,,,,CAROLINE ISLANDS,PULUWAT ISLAND,7.35,149.2,109.0,,100 LB GP (GP-M30),,9.0,,,,,,,,,,9.0
117591,118052,5/30/1944,PTO,USA,B24,,,,,CAROLINE ISLANDS,ALET ISLAND,7.3666666670000005,149.18333330000002,,,100 LB GP (GP-M30),,7.0,,,,,,,,,,7.0
117599,118060,5/30/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,MOTUPENA POINT,-6.583333333,155.08333330000002,20.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
117611,118072,5/31/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,VOLPINO,45.38,11.38,,40.0,500 LB GP (GP-M43/M64),,10.0,,,,,,,,,,10.0
117612,118073,5/31/1944,CBI,USA,B25,,,,,BURMA,MOMAUK,24.25,97.33333333,51.0,40.0,500 LB GP (GP-M43/M64),,10.0,95.0,84 LB INCENDIARY (14X6 CLUSTER) I-M12,,4.0,,,,,,14.0
117617,118078,5/31/1944,CBI,USA,B25,,,,,BURMA,TAHONA,24.93333333,97.08333333,25.0,24.0,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
117618,118079,5/31/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,SORAKEN,-5.6,154.75,15.0,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
117625,118086,5/31/1944,CBI,USA,P40,,,,,CHINA,MOUTH OF MI RIV,34.5,113.26666670000002,150.0,16.0,250 LB GP (GP-M57),,2.0,,,,,,,,,,2.0
117629,118090,5/31/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,NEMI,41.72,12.7,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
117633,118094,5/31/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,MAMAMORINO,-6.7,155.7666667,30.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
117648,118109,5/3/1945,PTO,USA,P51,,,,,PHILIPPINE ISLANDS,SAPA MINOYAN,14.88333333,121.08333329999999,80.0,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,7.692307692000001,260 LB FRAG,,1.0,,7.0
117658,118119,5/3/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,BANGAR,16.91666667,120.41666670000001,1.0,24.0,1000 LB GP (GP-M44/M65),,12.0,,,,,,,,,,12.0
117659,118120,5/3/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,BINITAWAN,16.58333333,121.35,1.0,24.0,1000 LB GP (GP-M44/M65),,12.0,,,,,,,,,,12.0
117660,118121,5/3/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,LANAG RIVER,16.58333333,121.2,1.0,24.0,1000 LB GP (GP-M44/M65),,12.0,,,,,,,,,,12.0
117685,118146,5/3/1945,PTO,USA,B24,,,,,BORNEO,3 20 S 116 0,-3.333333333,116.13333329999999,40.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
117690,118151,5/3/1945,PTO,USA,B24,,,,,CAROLINE ISLANDS,CAROLINE ISLAND,8.0,147.0,2.0,6.0,1000 LB SAP(SA-M59),,3.0,,,,,,,,,,3.0
117725,118186,5/3/1945,PTO,USA,P51,,,,,PHILIPPINE ISLANDS,MT BINICAYAN,14.7244,121.1903,1.0,,250 LB GP (GP-M57),,,,,,,,,,,,
117737,118198,5/3/1945,CBI,USA,P51,,,,,CHINA,SINNING,27.35,110.76666670000002,2.0,,,,,,,,,0.0,23 LB FRAG,,,,
